region,measure,score,count,density,bandwidth,bin_width
NA,overall,-1.1744631193164947,0,0.013248714602729144,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1714436139896711,1,0.013556194097532512,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1684241086628475,5,0.01386550693499164,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1654046033360241,3,0.014176683211520007,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1623850980092008,1,0.014490162626756448,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1593655926823772,2,0.014806000600917173,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1563460873555538,6,0.015124866568075131,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1533265820287304,2,0.015446696644810645,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1503070767019068,4,0.015772297444757107,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1472875713750832,0,0.016102173506155178,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1442680660482598,1,0.016437105426870467,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1412485607214364,4,0.016777228310598247,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1382290553946128,0,0.017123321048666013,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1352095500677895,2,0.017475578370002052,0.05591942132945575,0.0030195053268233796
NA,overall,-1.132190044740966,4,0.01783530529395594,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1291705394141425,2,0.01820317293416601,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1261510340873189,1,0.01857986559159119,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1231315287604955,1,0.01896573831950987,0.05591942132945575,0.0030195053268233796
NA,overall,-1.120112023433672,1,0.01936175982197778,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1170925181068485,3,0.019768669218386263,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1140730127800251,2,0.020186995932600524,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1110535074532017,1,0.020617999217530672,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1080340021263781,4,0.02106158637275819,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1050144967995545,1,0.021518991559198827,0.05591942132945575,0.0030195053268233796
NA,overall,-1.1019949914727312,2,0.021990518526360647,0.05591942132945575,0.0030195053268233796
